SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,CATEGORY,TAXON_ORDER,COM_NAME_CODES,SCI_NAME_CODES,BANDING_CODES,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,REPORT_AS,EXTINCT,EXTINCT_YEAR,FAMILY_CODE
Buteo buteo/refectus,Common/Himalayan Buzzard,y00946,slash,8469.0,COBU HIBU EUBU,BUBU BURE,,Accipitriformes,"Hawks, Eagles, and Kites",Accipitridae,,,,accipi1
Buteo japonicus,Eastern Buzzard,combuz6,species,8470.0,JABU EABU,BUJA,,Accipitriformes,"Hawks, Eagles, and Kites",Accipitridae,,,,accipi1
Buteo buteo/japonicus,Common/Eastern Buzzard,y01258,slash,8474.0,COBU JABU EUBU EABU,BUBU BUJA,,Accipitriformes,"Hawks, Eagles, and Kites",Accipitridae,,,,accipi1
Buteo refectus/japonicus,Himalayan/Eastern Buzzard,y00948,slash,8475.0,JABU HIBU EABU,BURE BUJA,,Accipitriformes,"Hawks, Eagles, and Kites",Accipitridae,,,,accipi1
Buteo buteo/refectus/japonicus,Common/Himalayan/Eastern Buzzard,y00947,slash,8476.0,JABU COBU EUBU HIBU EABU,BUJA BURE BUBU,,Accipitriformes,"Hawks, Eagles, and Kites",Accipitridae,,,,accipi1
Buteo sp.,Buteo sp.,buteo,spuh,8477.0,,,,Accipitriformes,"Hawks, Eagles, and Kites",Accipitridae,,,,accipi1
Geranoaetus/Buteo sp.,Geranoaetus/Buteo sp.,y00681,spuh,8478.0,,,,Accipitriformes,"Hawks, Eagles, and Kites",Accipitridae,,,,accipi1
Buteo/eagle sp.,Buteo/eagle sp.,y00221,spuh,8479.0,,,,Accipitriformes,"Hawks, Eagles, and Kites",Accipitridae,,,,accipi1
Accipitridae sp. (hawk sp.),hawk sp.,hawk,spuh,8480.0,,,UNHA,Accipitriformes,"Hawks, Eagles, and Kites",Accipitridae,,,,accipi1
Accipitridae sp. (eagle sp.),eagle sp.,eagle1,spuh,8481.0,,,,Accipitriformes,"Hawks, Eagles, and Kites",Accipitridae,,,,accipi1
Tyto tenebricosa,Sooty Owl,sooowl1,species,8483.0,SOOW LSOW GSOW LESO,TYTE,,Strigiformes,Barn-Owls,Tytonidae,,,,tytoni1
Tyto tenebricosa tenebricosa/arfaki,Sooty Owl (Greater),grsowl1,issf,8484.0,SOOW LSOW GSOW LESO,TYTE,,Strigiformes,Barn-Owls,Tytonidae,sooowl1,,,tytoni1
Tyto tenebricosa multipunctata,Sooty Owl (Lesser),lesowl1,issf,8487.0,SOOW LSOW GSOW LESO,TYTE,,Strigiformes,Barn-Owls,Tytonidae,sooowl1,,,tytoni1
Tyto novaehollandiae,Australian Masked-Owl,aumowl1,species,8488.0,AUMO AMOW,TYNO,,Strigiformes,Barn-Owls,Tytonidae,,,,tytoni1
Tyto aurantia,Golden Masked-Owl,nebmao1,species,8495.0,GMOW GOMO,TYAU,,Strigiformes,Barn-Owls,Tytonidae,,,,tytoni1
Tyto almae,Seram Masked-Owl,sermao1,species,8496.0,SMOW MMOW SEMO,TYAL,,Strigiformes,Barn-Owls,Tytonidae,,,,tytoni1
Tyto sororcula,Lesser Masked-Owl,lemowl1,species,8497.0,LEMO LMOW AMOW MMOW,TYSO,,Strigiformes,Barn-Owls,Tytonidae,,,,tytoni1
Tyto sororcula cayelii,Lesser Masked-Owl (Buru),lesmao1,issf,8498.0,LEMO AMOW LMOW MMOW,TYSO,,Strigiformes,Barn-Owls,Tytonidae,lemowl1,,,tytoni1
Tyto sororcula sororcula,Lesser Masked-Owl (Tanimbar),lesmao2,issf,8499.0,LEMO AMOW LMOW MMOW,TYSO,,Strigiformes,Barn-Owls,Tytonidae,lemowl1,,,tytoni1
Tyto manusi,Manus Masked-Owl,manowl2,species,8500.0,MMOW MAMO AMOW,TYMA,,Strigiformes,Barn-Owls,Tytonidae,,,,tytoni1
Tyto nigrobrunnea,Taliabu Masked-Owl,talowl1,species,8501.0,TAMO TMOW,TYNI,,Strigiformes,Barn-Owls,Tytonidae,,,,tytoni1
Tyto inexspectata,Minahasa Masked-Owl,minowl1,species,8502.0,MMOW MIMO,TYIN,,Strigiformes,Barn-Owls,Tytonidae,,,,tytoni1
Tyto rosenbergii,Sulawesi Masked-Owl,sulowl1,species,8503.0,SMOW SUMO,TYRO,,Strigiformes,Barn-Owls,Tytonidae,,,,tytoni1
Tyto prigoginei,Itombwe Owl,cobowl1,species,8506.0,CBOW ITOW COBO,TYPR,,Strigiformes,Barn-Owls,Tytonidae,,,,tytoni1
Tyto longimembris,Australasian Grass-Owl,ausgro1,species,8507.0,AGOW EGOW AUGO EAGO,TYLO,,Strigiformes,Barn-Owls,Tytonidae,,,,tytoni1
Tyto capensis,African Grass-Owl,afgowl1,species,8513.0,AGOW GROW AFGO,TYCA,,Strigiformes,Barn-Owls,Tytonidae,,,,tytoni1
Tyto alba,Western Barn Owl,webowl1,species,8516.0,CBOW EBOW WBOW,TYAL,,Strigiformes,Barn-Owls,Tytonidae,,,,tytoni1
Tyto alba [alba Group],Western Barn Owl (Eurasian),barowl2,issf,8517.0,CBOW EBOW WBOW,TYAL,,Strigiformes,Barn-Owls,Tytonidae,webowl1,,,tytoni1
Tyto alba schmitzi,Western Barn Owl (Madeiran),barowl14,issf,8522.0,CBOW EBOW WBOW,TYAL,,Strigiformes,Barn-Owls,Tytonidae,webowl1,,,tytoni1
Tyto alba gracilirostris,Western Barn Owl (Canary Is.),barowl15,issf,8523.0,CBOW EBOW WBOW,TYAL,,Strigiformes,Barn-Owls,Tytonidae,webowl1,,,tytoni1
Tyto alba poensis,Western Barn Owl (African),barowl16,issf,8524.0,CBOW EBOW WBOW,TYAL,,Strigiformes,Barn-Owls,Tytonidae,webowl1,,,tytoni1
Tyto alba detorta,Western Barn Owl (Cape Verde),barowl3,issf,8525.0,CBOW EBOW WBOW,TYAL,,Strigiformes,Barn-Owls,Tytonidae,webowl1,,,tytoni1
Tyto alba thomensis,Western Barn Owl (Sao Tome),barowl4,issf,8526.0,CBOW EBOW WBOW,TYAL,,Strigiformes,Barn-Owls,Tytonidae,webowl1,,,tytoni1
Tyto javanica,Eastern Barn Owl,eabowl1,species,8527.0,CBOW EBOW ABOW,TYJA,,Strigiformes,Barn-Owls,Tytonidae,,,,tytoni1
Tyto javanica [javanica Group],Eastern Barn Owl (Eastern),barowl7,issf,8528.0,CBOW EBOW ABOW,TYJA,,Strigiformes,Barn-Owls,Tytonidae,eabowl1,,,tytoni1
Tyto javanica crassirostris,Eastern Barn Owl (Boang),barowl6,issf,8535.0,CBOW EBOW ABOW,TYJA,,Strigiformes,Barn-Owls,Tytonidae,eabowl1,,,tytoni1
Tyto alba/javanica,Western/Eastern Barn Owl,y01293,slash,8536.0,CBOW WBOW EBOW ABOW,TYAL TYJA,,Strigiformes,Barn-Owls,Tytonidae,,,,tytoni1
Tyto furcata,American Barn Owl,brnowl,species,8537.0,CBOW BAOW WEBO WBOW COBO,TYFU,ABOW,Strigiformes,Barn-Owls,Tytonidae,,,,tytoni1
Tyto furcata [tuidara Group],American Barn Owl (American),barowl8,issf,8538.0,CBOW BAOW WBOW WEBO COBO ABOW,TYFU,,Strigiformes,Barn-Owls,Tytonidae,brnowl,,,tytoni1
Tyto furcata furcata,American Barn Owl (White-winged),barowl28,issf,8545.0,CBOW BAOW WEBO WBOW COBO ABOW,TYFU,,Strigiformes,Barn-Owls,Tytonidae,brnowl,,,tytoni1
Tyto furcata bargei,American Barn Owl (Curacao),barowl9,issf,8546.0,CBOW BAOW WEBO WBOW COBO ABOW,TYFU,,Strigiformes,Barn-Owls,Tytonidae,brnowl,,,tytoni1
Tyto furcata nigrescens/insularis,American Barn Owl (Lesser Antilles),barowl10,issf,8547.0,CBOW BAOW WEBO WBOW COBO ABOW,TYFU,,Strigiformes,Barn-Owls,Tytonidae,brnowl,,,tytoni1
Tyto furcata punctatissima,American Barn Owl (Galapagos),barowl11,issf,8550.0,CBOW BAOW WBOW WEBO COBO ABOW,TYFU,,Strigiformes,Barn-Owls,Tytonidae,brnowl,,,tytoni1
Tyto deroepstorffi,Andaman Masked-Owl,barowl5,species,8551.0,CBOW ANMO AMOW,TYDE,,Strigiformes,Barn-Owls,Tytonidae,,,,tytoni1
Tyto glaucops,Ashy-faced Owl,asfowl1,species,8552.0,,TYGL,AFOW,Strigiformes,Barn-Owls,Tytonidae,,,,tytoni1
Tyto soumagnei,Red Owl,marowl1,species,8553.0,REOW MROW,TYSO,,Strigiformes,Barn-Owls,Tytonidae,,,,tytoni1
Tyto sp.,Tyto sp.,tyto1,spuh,8554.0,,,,Strigiformes,Barn-Owls,Tytonidae,,,,tytoni1
Phodilus badius,Oriental Bay-Owl,orbowl1,species,8555.0,ORBO OBOW,PHBA,,Strigiformes,Barn-Owls,Tytonidae,,,,tytoni1
Phodilus assimilis,Sri Lanka Bay-Owl,srlbao1,species,8560.0,SLBO,PHAS,,Strigiformes,Barn-Owls,Tytonidae,,,,tytoni1
Otus sagittatus,White-fronted Scops-Owl,wfsowl2,species,8564.0,WFSO,OTSA,,Strigiformes,Owls,Strigidae,,,,strigi1
Otus balli,Andaman Scops-Owl,ansowl1,species,8565.0,ASOW ANSO,OTBA,,Strigiformes,Owls,Strigidae,,,,strigi1
Otus rufescens,Reddish Scops-Owl,resowl1,species,8566.0,RESO RSOW,OTRU,,Strigiformes,Owls,Strigidae,,,,strigi1
Otus thilohoffmanni,Serendib Scops-Owl,sersco1,species,8569.0,SESO SSOW,OTTH,,Strigiformes,Owls,Strigidae,,,,strigi1
Otus icterorhynchus,Sandy Scops-Owl,sasowl1,species,8570.0,SASO SSOW,OTIC,,Strigiformes,Owls,Strigidae,,,,strigi1
Otus icterorhynchus icterorhynchus,Sandy Scops-Owl (Sandy),sansco2,issf,8571.0,SASO SSOW,OTIC,,Strigiformes,Owls,Strigidae,sasowl1,,,strigi1
Otus icterorhynchus holerythrus,Sandy Scops-Owl (Reddish),sansco3,issf,8572.0,SASO SSOW,OTIC,,Strigiformes,Owls,Strigidae,sasowl1,,,strigi1
Otus ireneae,Sokoke Scops-Owl,sosowl1,species,8573.0,SOSO SSOW,OTIR,,Strigiformes,Owls,Strigidae,,,,strigi1
Otus alfredi,Flores Scops-Owl,flsowl1,species,8574.0,FSOW FLSO,OTAL,,Strigiformes,Owls,Strigidae,,,,strigi1
Otus spilocephalus,Mountain Scops-Owl,mosowl2,species,8575.0,MSOW MOSO,OTSP,,Strigiformes,Owls,Strigidae,,,,strigi1
Otus brookii,Rajah Scops-Owl,rasowl1,species,8584.0,RASO RSOW,OTBR,,Strigiformes,Owls,Strigidae,,,,strigi1
Otus brookii solokensis,Rajah Scops-Owl (Sumatran),rajsco2,issf,8585.0,RASO RSOW,OTBR,,Strigiformes,Owls,Strigidae,rasowl1,,,strigi1
Otus brookii brookii,Rajah Scops-Owl (Bornean),rajsco1,issf,8586.0,RASO RSOW,OTBR,,Strigiformes,Owls,Strigidae,rasowl1,,,strigi1
Otus angelinae,Javan Scops-Owl,jasowl2,species,8587.0,JASO JSOW,OTAN,,Strigiformes,Owls,Strigidae,,,,strigi1
Otus mentawi,Mentawai Scops-Owl,mesowl1,species,8588.0,MESO MSOW,OTME,,Strigiformes,Owls,Strigidae,,,,strigi1
Otus bakkamoena,Indian Scops-Owl,insowl1,species,8589.0,ISOW INSO,OTBA,,Strigiformes,Owls,Strigidae,,,,strigi1
Otus lettia,Collared Scops-Owl,cosowl1,species,8594.0,CSOW COSO,OTLE,,Strigiformes,Owls,Strigidae,,,,strigi1
Otus gurneyi,Giant Scops-Owl,mineao1,species,8601.0,GSOW GISO,OTGU,,Strigiformes,Owls,Strigidae,,,,strigi1
Otus lempiji,Sunda Scops-Owl,susowl2,species,8602.0,SUSO SSOW,OTLE,,Strigiformes,Owls,Strigidae,,,,strigi1
Otus lettia/lempiji,Collared/Sunda Scops-Owl,y01137,slash,8608.0,SUSO SSOW CSOW COSO,OTLE,,Strigiformes,Owls,Strigidae,,,,strigi1
Otus semitorques,Japanese Scops-Owl,jasowl1,species,8609.0,JASO JSOW,OTSE,,Strigiformes,Owls,Strigidae,,,,strigi1
Otus silvicola,Wallace's Scops-Owl,wasowl1,species,8613.0,WSOW WASO,OTSI,,Strigiformes,Owls,Strigidae,,,,strigi1
Otus fuliginosus,Palawan Scops-Owl,pasowl2,species,8614.0,PASO PSOW,OTFU,,Strigiformes,Owls,Strigidae,,,,strigi1
Otus megalotis,Philippine Scops-Owl,phsowl1,species,8615.0,PHSO PSOW LLSO,OTME,,Strigiformes,Owls,Strigidae,,,,strigi1
Otus everetti,Everett's Scops-Owl,evesco1,species,8616.0,EVSO ESOW MLSO,OTEV,,Strigiformes,Owls,Strigidae,,,,strigi1
Otus nigrorum,Negros Scops-Owl,negsco1,species,8617.0,NSOW VSOW VISO NESO,OTNI,,Strigiformes,Owls,Strigidae,,,,strigi1
Otus mindorensis,Mindoro Scops-Owl,misowl2,species,8618.0,MISO MSOW,OTMI,,Strigiformes,Owls,Strigidae,,,,strigi1
Otus magicus,Moluccan Scops-Owl,mosowl1,species,8619.0,MOSO MSOW,OTMA,,Strigiformes,Owls,Strigidae,,,,strigi1
Otus magicus [magicus Group],Moluccan Scops-Owl (Moluccan),molsco1,issf,8620.0,MSOW MOSO,OTMA,,Strigiformes,Owls,Strigidae,mosowl1,,,strigi1
Otus magicus kalidupae,Moluccan Scops-Owl (Kalidupa),sulsco4,issf,8627.0,SSOW MOSO MSOW,OTMA,,Strigiformes,Owls,Strigidae,mosowl1,,,strigi1
Otus tempestatis,Wetar Scops-Owl,molsco2,species,8628.0,WSOW WESO MSOW,OTTE,,Strigiformes,Owls,Strigidae,,,,strigi1
Otus jolandae,Rinjani Scops-Owl,rinsco1,species,8629.0,RISO RSOW,OTJO,,Strigiformes,Owls,Strigidae,,,,strigi1
Otus podarginus,Palau Scops-Owl,palowl2,species,8630.0,PASO PAOW PSOW,OTPO,,Strigiformes,Owls,Strigidae,,,,strigi1
Otus mantananensis,Mantanani Scops-Owl,masowl2,species,8631.0,MSOW MASO,OTMA,,Strigiformes,Owls,Strigidae,,,,strigi1
Otus elegans,Ryukyu Scops-Owl,ryusco1,species,8636.0,RYSO RSOW,OTEL,,Strigiformes,Owls,Strigidae,,,,strigi1
Otus manadensis,Sulawesi Scops-Owl,susowl1,species,8641.0,SUSO SSOW,OTMA,,Strigiformes,Owls,Strigidae,,,,strigi1
Otus mendeni,Banggai Scops-Owl,sulsco5,species,8642.0,BASO BSOW,OTME,,Strigiformes,Owls,Strigidae,,,,strigi1
Otus collari,Sangihe Scops-Owl,sansco1,species,8643.0,SASO SSOW,OTCO,,Strigiformes,Owls,Strigidae,,,,strigi1
Otus siaoensis,Siau Scops-Owl,sulsco2,species,8644.0,SISO SSOW,OTSI,,Strigiformes,Owls,Strigidae,,,,strigi1
Otus sulaensis,Sula Scops-Owl,sulsco3,species,8645.0,SUSO SSOW,OTSU,,Strigiformes,Owls,Strigidae,,,,strigi1
Otus beccarii,Biak Scops-Owl,biasco1,species,8646.0,BISO BSOW,OTBE,,Strigiformes,Owls,Strigidae,,,,strigi1
Otus umbra,Simeulue Scops-Owl,sisowl1,species,8647.0,SISO SSOW,OTUM,,Strigiformes,Owls,Strigidae,,,,strigi1
Otus enganensis,Enggano Scops-Owl,ensowl1,species,8648.0,ENSO ESOW,OTEN,,Strigiformes,Owls,Strigidae,,,,strigi1
Otus alius,Nicobar Scops-Owl,nicsco1,species,8649.0,NSOW NISO,OTAL,,Strigiformes,Owls,Strigidae,,,,strigi1
Otus pamelae,Arabian Scops-Owl,arasco1,species,8650.0,ASOW ARSO,OTPA,,Strigiformes,Owls,Strigidae,,,,strigi1
Otus scops,Eurasian Scops-Owl,eursco1,species,8651.0,EUSO ESOW,OTSC,,Strigiformes,Owls,Strigidae,,,,strigi1
Otus cyprius,Cyprus Scops-Owl,eursco3,species,8657.0,CYSO CSOW,OTCY,,Strigiformes,Owls,Strigidae,,,,strigi1
Otus scops/cyprius,Eurasian/Cyprus Scops-Owl,y00394,slash,8658.0,EUSO CYSO ESOW CSOW,OTSC OTCY,,Strigiformes,Owls,Strigidae,,,,strigi1
Otus bikegila,Principe Scops-Owl,prisco1,species,8659.0,PSOW PRSO,OTBI,,Strigiformes,Owls,Strigidae,,,,strigi1
Otus pembaensis,Pemba Scops-Owl,pesowl2,species,8660.0,PESO PSOW,OTPE,,Strigiformes,Owls,Strigidae,,,,strigi1
Otus hartlaubi,Sao Tome Scops-Owl,stsowl1,species,8661.0,STSO,OTHA,,Strigiformes,Owls,Strigidae,,,,strigi1
Otus senegalensis,African Scops-Owl,afsowl1,species,8662.0,ASOW AFSO,OTSE,,Strigiformes,Owls,Strigidae,,,,strigi1
Otus senegalensis senegalensis,African Scops-Owl (African),afrsco1,issf,8663.0,ASOW AFSO,OTSE,,Strigiformes,Owls,Strigidae,afsowl1,,,strigi1
Otus senegalensis feae,African Scops-Owl (Annobon),afrsco3,issf,8664.0,ASOW AFSO,OTSE,,Strigiformes,Owls,Strigidae,afsowl1,,,strigi1
Otus senegalensis nivosus,African Scops-Owl (Snowy),afrsco4,issf,8665.0,ASOW AFSO,OTSE,,Strigiformes,Owls,Strigidae,afsowl1,,,strigi1
Otus brucei,Pallid Scops-Owl,pasowl3,species,8666.0,PASO PSOW,OTBR,,Strigiformes,Owls,Strigidae,,,,strigi1
Otus scops/brucei,Eurasian/Pallid Scops-Owl,y00858,slash,8671.0,PASO EUSO PSOW ESOW,OTSC OTBR,,Strigiformes,Owls,Strigidae,,,,strigi1
Otus mirus,Mindanao Scops-Owl,misowl1,species,8672.0,MISO MSOW MHSO,OTMI,,Strigiformes,Owls,Strigidae,,,,strigi1
Otus longicornis,Luzon Scops-Owl,lusowl1,species,8673.0,LSOW LUSO LHSO,OTLO,,Strigiformes,Owls,Strigidae,,,,strigi1
Otus moheliensis,Moheli Scops-Owl,mohsco1,species,8674.0,MOSO MSOW,OTMO,,Strigiformes,Owls,Strigidae,,,,strigi1
Otus pauliani,Comoro Scops-Owl,cosowl3,species,8675.0,GCSO KSOW COSO CSOW,OTPA,,Strigiformes,Owls,Strigidae,,,,strigi1
Otus insularis,Seychelles Scops-Owl,sesowl1,species,8676.0,SESO SSOW,OTIN,,Strigiformes,Owls,Strigidae,,,,strigi1
Otus sunia,Oriental Scops-Owl,orsowl,species,8677.0,OSOW,OTSU,ORSO,Strigiformes,Owls,Strigidae,,,,strigi1
Otus sunia [sunia Group],Oriental Scops-Owl (Southern),orisco1,issf,8678.0,OSOW ORSO,OTSU,,Strigiformes,Owls,Strigidae,orsowl,,,strigi1
Otus sunia [japonicus Group],Oriental Scops-Owl (Northern),orisco11,issf,8684.0,OSOW ORSO,OTSU,,Strigiformes,Owls,Strigidae,orsowl,,,strigi1
Otus sunia modestus,Oriental Scops-Owl (Walden's),orisco2,issf,8688.0,OSOW ORSO,OTSU,,Strigiformes,Owls,Strigidae,orsowl,,,strigi1
Otus socotranus,Socotra Scops-Owl,afrsco2,species,8689.0,SOSO SSOW,OTSO,,Strigiformes,Owls,Strigidae,,,,strigi1
Otus capnodes,Anjouan Scops-Owl,ansowl2,species,8690.0,ASOW ANSO,OTCA,,Strigiformes,Owls,Strigidae,,,,strigi1
Otus mayottensis,Mayotte Scops-Owl,maysco1,species,8691.0,MSOW MASO,OTMA,,Strigiformes,Owls,Strigidae,,,,strigi1
Otus grucheti,Reunion Scops-Owl,reusco1,species,8692.0,REOW RESO RSOW,OTGR,,Strigiformes,Owls,Strigidae,,true,1610,strigi1
Otus murivorus,Rodrigues Scops-Owl,rodsco1,species,8693.0,ROOW ROSO RSOW,OTMU,,Strigiformes,Owls,Strigidae,,true,1726,strigi1
Otus sauzieri,Mauritius Scops-Owl,mausco1,species,8694.0,MSOW MAOW MASO,OTSA,,Strigiformes,Owls,Strigidae,,true,1837,strigi1
Otus rutilus,Madagascar Scops-Owl,madsco1,species,8695.0,MSOW MASO RSOW,OTRU,,Strigiformes,Owls,Strigidae,,,,strigi1
Otus rutilus rutilus,Madagascar Scops-Owl (Rainforest),masowl1,issf,8696.0,MSOW RSOW MASO,OTRU,,Strigiformes,Owls,Strigidae,madsco1,,,strigi1
Otus rutilus madagascariensis,Madagascar Scops-Owl (Torotoroka),torsco1,issf,8697.0,TSOW MSOW MASO RSOW,OTRU,,Strigiformes,Owls,Strigidae,madsco1,,,strigi1
Otus sp.,scops-owl sp.,otus1,spuh,8698.0,,,,Strigiformes,Owls,Strigidae,,,,strigi1
Psiloscops flammeolus,Flammulated Owl,flaowl,species,8699.0,,PSFL,FLOW,Strigiformes,Owls,Strigidae,,,,strigi1
Gymnasio nudipes,Puerto Rican Owl,prsowl,species,8700.0,PRSO PROW,GYNU,PRIO,Strigiformes,Owls,Strigidae,,,,strigi1
Megascops clarkii,Bare-shanked Screech-Owl,bssowl,species,8703.0,,MECL,BSSO,Strigiformes,Owls,Strigidae,,,,strigi1
Megascops trichopsis,Whiskered Screech-Owl,whsowl1,species,8704.0,WSOW,METR,WHSO,Strigiformes,Owls,Strigidae,,,,strigi1
Megascops albogularis,White-throated Screech-Owl,whtsco1,species,8708.0,WTSO,MEAL,,Strigiformes,Owls,Strigidae,,,,strigi1
Megascops choliba,Tropical Screech-Owl,trsowl,species,8714.0,TSOW,MECH,TRSO,Strigiformes,Owls,Strigidae,,,,strigi1
Megascops koepckeae,Koepcke's Screech-Owl,koesco1,species,8724.0,KOSO KSOW,MEKO,,Strigiformes,Owls,Strigidae,,,,strigi1
Megascops koepckeae koepckeae,Koepcke's Screech-Owl (Koepcke's),koesco2,issf,8725.0,KOSO KSOW,MEKO,,Strigiformes,Owls,Strigidae,koesco1,,,strigi1
Megascops koepckeae hockingi,Koepcke's Screech-Owl (Apurimac),apusco1,issf,8726.0,KOSO KSOW,MEKO,,Strigiformes,Owls,Strigidae,koesco1,,,strigi1
Megascops ingens,Rufescent Screech-Owl,rufsco1,species,8727.0,RUSO RSOW,MEIN,,Strigiformes,Owls,Strigidae,,,,strigi1
Megascops ingens colombianus,Rufescent Screech-Owl (Colombian),colsco1,issf,8728.0,RUSO RSOW,MEIN,,Strigiformes,Owls,Strigidae,rufsco1,,,strigi1
Megascops ingens ingens/venezuelanus,Rufescent Screech-Owl (Rufescent),rufsco2,issf,8729.0,RUSO RSOW,MEIN,,Strigiformes,Owls,Strigidae,rufsco1,,,strigi1
Megascops petersoni,Cinnamon Screech-Owl,cinsco1,species,8732.0,CISO CSOW,MEPE,,Strigiformes,Owls,Strigidae,,,,strigi1
Megascops marshalli,Cloud-forest Screech-Owl,clfsco1,species,8733.0,CFSO CLSO CSOW,MEMA,,Strigiformes,Owls,Strigidae,,,,strigi1
Megascops hoyi,Montane Forest Screech-Owl,mofsco1,species,8734.0,MFSO YUSO YSOW,MEHO,,Strigiformes,Owls,Strigidae,,,,strigi1
Megascops guatemalae,Middle American Screech-Owl,vesowl,species,8735.0,GSOW GUSO,MEGU,MASO,Strigiformes,Owls,Strigidae,,,,strigi1
Megascops guatemalae [guatemalae Group],Middle American Screech-Owl (Middle American),versco1,issf,8736.0,GSOW GUSO MASO,MEGU,,Strigiformes,Owls,Strigidae,vesowl,,,strigi1
Megascops guatemalae vermiculatus,Middle American Screech-Owl (Vermiculated),versco5,issf,8743.0,MASO GUSO GSOW VSOW,MEGU,,Strigiformes,Owls,Strigidae,vesowl,,,strigi1
Megascops centralis,Choco Screech-Owl,versco2,species,8744.0,VSOW CSOW,MECE,CHSO,Strigiformes,Owls,Strigidae,,,,strigi1
Megascops [undescribed form],Puntarenas Screech-Owl (undescribed form),punsco1,form,8745.0,PSOW,,,Strigiformes,Owls,Strigidae,,,,strigi1
Megascops roraimae,Foothill Screech-Owl,foosco1,species,8746.0,FSOW FOSO VSOW,MERO,,Strigiformes,Owls,Strigidae,,,,strigi1
Megascops roraimae roraimae,Foothill Screech-Owl (Roraima),versco4,issf,8747.0,FSOW FOSO VSOW,MERO,,Strigiformes,Owls,Strigidae,foosco1,,,strigi1
Megascops roraimae [napensis Group],Foothill Screech-Owl (Foothill),versco3,issf,8748.0,FSOW FOSO VSOW,MERO,,Strigiformes,Owls,Strigidae,foosco1,,,strigi1
Megascops sanctaecatarinae,Long-tufted Screech-Owl,lotsco1,species,8753.0,LTSO,MESA,,Strigiformes,Owls,Strigidae,,,,strigi1
Megascops barbarus,Bearded Screech-Owl,besowl,species,8754.0,BSOW,MEBA,BESO,Strigiformes,Owls,Strigidae,,,,strigi1
Megascops seductus,Balsas Screech-Owl,basowl,species,8755.0,BSOW,MESE,BASO,Strigiformes,Owls,Strigidae,,,,strigi1
Megascops cooperi,Pacific Screech-Owl,pasowl4,species,8756.0,PSOW,MECO,PASO,Strigiformes,Owls,Strigidae,,,,strigi1
Megascops cooperi lambi,Pacific Screech-Owl (lambi),pacsco1,issf,8757.0,PASO PSOW,MECO,,Strigiformes,Owls,Strigidae,pasowl4,,,strigi1
Megascops cooperi cooperi,Pacific Screech-Owl (cooperi),pacsco2,issf,8758.0,PASO PSOW,MECO,,Strigiformes,Owls,Strigidae,pasowl4,,,strigi1
Megascops kennicottii,Western Screech-Owl,wesowl1,species,8759.0,WSOW,MEKE,WESO,Strigiformes,Owls,Strigidae,,,,strigi1
Megascops kennicottii [kennicottii Group],Western Screech-Owl (Northern),wessco1,issf,8760.0,WSOW WESO,MEKE,,Strigiformes,Owls,Strigidae,wesowl1,,,strigi1
Megascops kennicottii vinaceus,Western Screech-Owl (Vinaceous),wessco3,issf,8768.0,WSOW WESO,MEKE,,Strigiformes,Owls,Strigidae,wesowl1,,,strigi1
Megascops kennicottii suttoni,Western Screech-Owl (Sutton's),wessco2,issf,8769.0,WSOW WESO,MEKE,,Strigiformes,Owls,Strigidae,wesowl1,,,strigi1
Megascops asio,Eastern Screech-Owl,easowl1,species,8770.0,ESOW,MEAS,EASO,Strigiformes,Owls,Strigidae,,,,strigi1
Megascops asio [asio Group],Eastern Screech-Owl (Northern),eassco1,issf,8771.0,EASO ESOW,MEAS,,Strigiformes,Owls,Strigidae,easowl1,,,strigi1
Megascops asio mccallii,Eastern Screech-Owl (McCall's),eassco2,issf,8777.0,EASO ESOW,MEAS,,Strigiformes,Owls,Strigidae,easowl1,,,strigi1
Megascops kennicottii x asio,Western x Eastern Screech-Owl (hybrid),x00933,hybrid,8778.0,EASO WESO WSOW ESOW,MEKE MEAS,,Strigiformes,Owls,Strigidae,,,,strigi1
Megascops gilesi,Santa Marta Screech-Owl,samsco1,species,8779.0,SMSO,MEGI,,Strigiformes,Owls,Strigidae,,,,strigi1
Megascops roboratus,Peruvian Screech-Owl,persco1,species,8780.0,PESO WPSO PSOW,MERO,,Strigiformes,Owls,Strigidae,,,,strigi1
Megascops roboratus pacificus,Peruvian Screech-Owl (pacificus),persco2,issf,8781.0,PESO WPSO PSOW,MERO,,Strigiformes,Owls,Strigidae,persco1,,,strigi1
Megascops roboratus roboratus,Peruvian Screech-Owl (roboratus),persco3,issf,8782.0,PESO WPSO PSOW,MERO,,Strigiformes,Owls,Strigidae,persco1,,,strigi1
Megascops watsonii,Tawny-bellied Screech-Owl,tabsco1,species,8783.0,TBSO,MEWA,,Strigiformes,Owls,Strigidae,,,,strigi1
Megascops watsonii watsonii,Tawny-bellied Screech-Owl (Tawny-bellied),tabsco2,issf,8784.0,TBSO,MEWA,,Strigiformes,Owls,Strigidae,tabsco1,,,strigi1
Megascops watsonii usta,Tawny-bellied Screech-Owl (Austral),tabsco3,issf,8785.0,TBSO,MEWA,,Strigiformes,Owls,Strigidae,tabsco1,,,strigi1
Megascops atricapilla,Black-capped Screech-Owl,bkcsco1,species,8786.0,BCSO,MEAT,,Strigiformes,Owls,Strigidae,,,,strigi1
